Allan "Shipwreck" Kelly became a minor celebrity when he spent 49 straight days doing something in Atlantic City. What?,Staying awake,Dancing non-stop with Mrs. Kelly,Sitting on a flagpole,Fasting,Sitting on a flagpole
When Spencer Tracy was offered this role in the Batman TV series he said he'd only accept if got to kill Batman. And so what role was played by Burgess Meredith instead?,Penguin,Riddler,Joker,Two-Face,Penguin
Who designed the clothes for the movie "American Gigolo" and for the TV show "Miami Vice"?,Giorgio Armani,Gianni Versace,Tommy Hilfiger,Karl Lagerfeld,Giorgio Armani
Bridget Jones' search for love continued in a sequel which also became a movie. What is the subtitle of that book and that movie?,The Search of Mr Right,The Edge of Reason,Singleton's Revenge,Wanton Sex Goddess,The Edge of Reason
Mary Quant who brought us the mini-skirt and hot pants was at the heart of which city's swinging fashion scene?,Paris,London,Manhattan,Hollywood,London
Which of these musical Genes sang "Rudolph the Red-Nosed Reindeer" "Frosty the Snowman" and "Here Comes Santa Claus"?,Gene Autry,Gene Simmons,Gene Kelly,Gene Krupa,Gene Autry
What is the value of 5! (ie 5 factorial)?,3125,15,120,0,120
A heavy-duty style of number crunching called sabermetrics gets its name from SABR founded by a warehouse security guard named Bill James. What is the SABR?,Statistical Analysis of Backward Records,South Atlanta Brotherhood of Railroaders,Society for American Baseball Research,Stars-and-Bars Resurgent,Society for American Baseball Research
The periodic table is based on the atomic number of the elements. But what is the atomic number based on?,Electrons,Protons,Neutrons,Bygones,Protons
A staple of science fiction what theoretical particle can theoretically go faster than light?,Baryon,Quark,Tachyon,Photon,Tachyon
In the 1986 book "Engines of Creation" Eric Drexler described what thenfuturistic technology?,Fiber optics,Cloning,Nanotechnology,Robotics,Nanotechnology
Although popularized by Leonard Euler what symbol was first used in 1706 by William Jones who picked it because it was the first letter in the Greek word for perimeter?,Chi,Pi,Rho,Iota,Pi
What pioneer of computing also backed SpaceShipOne the private spacecraft that won the $10 million Ansari X Prize in 2004?,Steve Jobs,Paul Allen,Steve Wozniak,Steve Ballmer,Paul Allen
There's 3D and Einstein added time. The Fifth Dimension took us "Up Up and Away". But how many dimensions are required by superstring theory?,Ten,Six,An infinite number,None,Ten
What unit of electrical charge is named for a French pioneer in electrical theory who was once a military engineer in the West Indies?,Ampere,Joule,Coulomb,Ohm,Coulomb
What element did its discoverer Paul Lecoq de Boisbaudran name for both his native country and as a pun on the Latin translation of his name?,Francium,Polonium,Gallium,Americium,Gallium
In math what word describes the average of a group of numbers?,Mean,Mode,Median,Middle,Mean
Sometimes you find a beautiful bit of glass called a fulgurite. What created it?,A bolt of lightning,Pressures of the earth,Constant flow of saltwater,Volcanic reactions,A bolt of lightning
Eratosthenes of Cyrene is said to be the first to estimate accurately the diameter of the earth. What does the Sieve of Eratosthenes do?,Helps divide large numbers,Calculates pi,Finds prime numbers,Estimates square roots,Finds prime numbers
What Apple computer the first commercial PC with a mouse was purportedly named for Steve Jobs' illegitimate daughter?,Jennifer,Michelle,Lisa,Kathleen,Lisa
Where did the NEAR Shoemaker spacecraft land on February 12 2001?,The asteroid 433 Eros,The comet Borrelly,The International Space Station,Pluto,The asteroid 433 Eros
The CIA is believed to have targeted Fidel Castro with this toxic element also used as a murder weapon in Agatha Christie's The Pale Horse. What is this 81st element?,Cadmium,Thallium,Arsenic,Mercury,Thallium
Honda built the first humanoid robot capable of walking calling the process "advanced step-in mobility". But what did they name the robot?,Aibo,Asimo,Grio,Kismet,Asimo
In 2004 a potential tenth planet was named Sedna for a sea goddess in whose legends?,Inuit (Eskimos),Mayans,Vikings,Celtic,Inuit (Eskimos)
The year the Wright brothers actually flew they kept it quiet because newspapers were laughing at whose failed attempts?,Henry Ford,Tennessee Williams,Samuel Langley,Thomas Edison,Samuel Langley
In 1909 Louis Bleriot won 1000 British pounds for being the first person to fly across what body of water?,Lake Superior,English Channel,Atlantic Ocean,Mediterranean Sea,English Channel
According to Isaac Newton's first law of motion what happens to a body in motion thanks to inertia?,It slows down,It stays in motion,It speeds up,It stops,It stays in motion
Based on its Messier number Andromeda is known scientifically as M31. What is it?,A constellation,A galaxy,A star,An asteroid,A galaxy
In its pure form what metal has the highest thermal conductivity highest optical reflectivity and lowest contact resistance?,Copper,Silver,Aluminum,Graphite,Silver
Based in New Mexico Ed Roberts sold kits for what is called the first PC even though you had to build it yourself. What was it?,Altair-8800,TRS-80,Apple II,Commodore 64,Altair-8800
John Harrison a barely educated craftsman invented a H-4 chronometer that beat out London's smartest scientists to win a 20000 British pounds prize for doing something. What?,Dating fossils,Setting standard time,Determining longitude,Calculating the speed of light,Determining longitude
Often called the first roller coaster the Gravity Pleasure Switchback Railway rocketed along at 6 mph and was built by a preacher named LeMarcus Thompson to keep people away from what location's beer halls?,Atlantic City,Las Vegas,Coney Island,Fort Lauderdale,Coney Island
Where would you find a plane's empennage?,Wings,Underneath it,Tail,Cockpit,Tail
In what century did the Montgolfier brothers make their famous balloon ride over Paris?,1500s,1700s,1600s,1900s,1700s
Al Stewart sold ferric hexacyanoferrate which people added to their laundry to combat yellowing. What is this chemical?,Danish red,American white,Prussian blue,Asian yellow,Prussian blue
When are astronomers likely to observe a peculiar phenomenon called Baily's beads?,During a solar eclipse,During a supernova,During the landing of a Martian probe,During the Northern Lights,During a solar eclipse
Vivien Leigh played the role of what character in the movie "Gone With the Wind"?,Scarlet O'Hara,Suellen O'Hara,Ellen O'Hara,Carreen O'Hara,Scarlet O'Hara
Which of Robin Hood's merry men was the tallest?,Will Scarlet,Little John,Friar Tuck,Alan-a-Dale,Little John
Which of the following American Presidents was in power during the years of 1861-1865?,Abraham Lincoln,James Buchanan,Andrew Johnson,George Bush,Abraham Lincoln
Before being bombed and shelled back into the stone age in 2011 what colour was the flag Of Libya?,Black,Red,Green,White,Green
Which comic character had a long-suffering partner called Florrie "Flo" Capp?,Jughead Jones,Andy Capp,Archie Andrews,Charlie Brown,Andy Capp
What is the term used to describe an animal that feeds only on plants?,Palynivore,Granivore,Herbivore,Xylophage,Herbivore
In which movie would you see Tex Ritter sing the song "Do Not Forsake Me Oh My Darlin"?,Rio Bravo,High Noon,Unforgiven,Shane,High Noon
According to popular lore who was struck blind after watching Lady Godiva ride naked?,Peeping Tom,Peeping Fred,Peeping Peter,Peeping John,Peeping Tom
Who won the women's singles championship at Wimbledon 2009?,Caroline Wozniacki,Maria Sharapova,Serena Williams,Kim Clijsters,Serena Williams
There is only one female name used in the NATO Phonetic Alphabet. What is it?,Betty,Juliette,Anna,Cathy,Juliette
Which actress said the famous line "Toto I've a feeling we're not in Kansas anymore"?,Elizabeth Taylor,Liza Minnelli,Judy Garland,Audrey Hepburn,Judy Garland
Which female author created the character of "Frankenstein" in 1818?,Emily Bronte,Mary Shelley,Elizabeth Lavenza,JK Rowling,Mary Shelley
Who preceded Edward VI as the king of England?,Edward V,Henry VIII,Henry VII,Henry FitzRoy,Henry VIII
What band had hits during the 1970s with the songs "The Logical Song" and "Dreamer"?,Styx,Supertramp,REO Speedwagon,Boston,Supertramp
In which Shakespearian play would you see three witches on a heath?,Hamlet,Macbeth,Antony and Cleopatra,Romeo and Juliet,Macbeth
Arteriosclerosis is...,Collapse of the lungs,Insufficient number of capillaries,Hardening of the arteries,An air born virus,Hardening of the arteries
How many times did the Hindenburg cross the Atlantic before it blew up?,1,14,21,23,21
How long did the Taj Mahal in Agra India take to build?,30 years,20 years,5 years,50 years,20 years
Which of these actors did not star in the 1960 film The Magnificent Seven?,Yul Brenner,Steve McQueen,John Wayne,Charles Bronson,John Wayne
What Robert Indiana word-image designed originally for a MOMA Christmas card in 1964 soon adorned college dorm walls everywhere?,Freedom,Love,Further,Wow,Love
The people of what "talkative" Micronesian Island in the South Pacific use enormous stone wheels called fei as currency?,Yap,Gab,Blab,Blub,Yap
What Russian playwright was killed in an 1837 duel with Georges d'Anthes whom he thought was hitting on his beautiful wife Natalya Goncharova?,Nikolai Gogol,Anton Chekhov,Alexander Pushkin,Fyodor Dostoyevsky,Alexander Pushkin
Once Rome stopped making martyrs of Christians Catholics looked for "white martyrs" who did extreme things to themselves. What did Simeon Stylites do for 36 years?,Ate nothing but bugs,Scourged himself once an hour,Lived on a pillar,Walked backwards,Lived on a pillar
When this movie made its debut it was as a silent picture. Which film is it?,The Last of the Mohicans,Stagecoach,True Grit,They Call Me Trinity,The Last of the Mohicans
In which of these TV shows does Leonard Nimoy play a semi-regular character?,Sanctuary,CSI,Fringe,Community,Fringe
Who did Nicole Kidman marry after Tom Cruise?,Robert De Niro,Keith Urban,Garth Brooks,Russell Crowe,Keith Urban
Who did the voice of Stripes in the movie Stripes?,Frankie Muniz,Michael J. Fox,Jim Carrey,Steve Martin,Frankie Muniz
Which of the following people was executed on January 24 1989?,Ted Bundy,Charles Manson,Al Capone,Patty Hearst,Ted Bundy
What is the capital of Chile?,Bohn,Buenos Aries,Santiago,Oslo,Santiago
Your annoying second cousin drops in for an unscheduled overly long visit. Who is your second cousin?,The child of your parent's first cousin,Your cousin's children,Your cousin's cousin,Your uncle or aunt's children,The child of your parent's first cousin
Where were tennis star John McEnroe comedian Martin Lawrence singer Jackson Browne and actor Bruce Willis all born?,West Germany,Canada,Japan,Great Britain,West Germany
What nation was inspired to call itself a dominion and to adopt the motto "From Sea to Sea" by Zechariah 9.10?,Italy,Canada,Russia,Australia,Canada
Jelly Belly started making blueberry-flavored jelly beans so that which president could have red white and blue jelly beans at his inauguration?,Ronald Reagan,Jimmy Carter,Richard Nixon,John Kennedy,Ronald Reagan
What other state is mentioned in both "All My Ex's Live in Texas" and "The Yellow Rose of Texas"?,Tennessee,New Mexico,Oklahoma,Louisiana,Tennessee
Known as the King of Soul what was Otis Redding's only number one hit song?,Try a Little Tenderness,The Dock of the Bay,These Arms of Mine,Pain in My Heart,The Dock of the Bay
Which author wrote the 1988 novel Silence of the Lambs?,Thomas Harris,Clarice Starling,Jack Crawford,Hannibal Lecter,Thomas Harris
Who wrote and directed the 1986 American war film Platoon?,Oliver Stone,Willem Dafoe,Tom Berenger,Charlie Sheen,Oliver Stone
What is the largest island within the Caribbean?,Dominica,Cuba,Jamaica,Barbados,Cuba
In the game of poker what is the best hand a player can obtain?,Full House,Four of a kind,A Royal Flush,Straight,A Royal Flush
The Dong is the currency for which of the following counties?,China,North Korea,Vietnam,Japan,Vietnam
Which of the following movies won the Oscar for Best Picture in the year 2000?,Cast Away,What Women Want,Gladiator,X-Men,Gladiator
The quintessential American sex symbol Marilyn Monroe died in 1962. At what age?,32,36,30,34,36
First published on the 24th of November 1859 who wrote 'The Origin of the Species'?,Charles Darwin,Blaise Pascal,Francis Bacon,Albert Einstein,Charles Darwin
Which of the following rivers is the longest river in Europe?,Danube,Dnieper,Volga,Rhine,Volga
Who lead the English army at The Battle of Hastings?,James I,Harold II,Charles II,Edward,Harold II
What are glockenspiel keys made of?,Ivory,Metal,Wood,Clay,Metal
Arnold Schwarzenegger was the governor of which state?,Nevada,California,New Mexico,Florida,California
Who does Warwick Davis play in the film Harry Potter and the Sorcerer's Stone?,Dobby,Professor Flitwick,Mr. Ollivander,Dudley,Professor Flitwick
The Midnight Star is what kind of gem?,Diamond,Emerald,Ruby,Sapphire,Ruby
Bram Stoker is probably best known for his novel Dracula. Which of these novels is also his?,The Last Man,The Lair of the White Worm,Falkner,Lodore,The Lair of the White Worm
Venison comes from which of the following animals?,Deer,Fish,Pig,Cow,Deer
What would you do with yerba buena?,Eat it,Wear it,Put it on a horse,Play it,Eat it
Which country has the Emu as its national bird?,Australia,New Zealand,South Africa,Ethiopia,Australia
What is the main color of Turkey's Flag?,Blue,Red,White,Green,Red
Copenhagen is the capital of which country?,Denmark,Sweden,Austria,Poland,Denmark
Which of these paintings was not done by Salvador Dali?,The Persistence of Memory,Landscape Near Figueras,The Blue Boy,Crucifixion,The Blue Boy
Which ancient culture worshipped Bast?,The Egyptians,The Incas,The Chinese,The Aztecs,The Egyptians
Which of these composers was a member of "The Five"?,Mily Balakirev,Johann Christian Bach,Ludwig van Beethoven,Josef Strauss,Mily Balakirev
Which sport awards the Norris Trophy?,Tennis,Hockey,Soccer,NASCAR,Hockey
In which city would you find Batman?,Chicago,Gotham City,New York,Las Vegas,Gotham City
In the terms of the old west what is a teapot?,A watering hole,A railway depot,An old single woman,A large cactus,A railway depot
What soupy name also describes dishware made not with lobster but with unglazed china?,Bisque,Chowder,Bubble,Consomme,Bisque
What eccentric billionaire managed to get the 320-foot wingspan Spruce Goose off the ground just once?,Bill Gates,Howard Hughes,Warren Buffet,Richard Branson,Howard Hughes
In 1546 John Heywood was probably kidding when he speculated that something was made of green cheese. What?,The Moon,The Great Wall of China,Heaven's Gates,The English king's crown,The Moon
One of the world's most rare autographs is that of Button Gwinnett. Fewer than 30 examples exist and the one we've all heard of is the one you'll never get. What did he sign?,Declaration of Independence,Death certificate of JFK,Magna Carta,British surrender of Singapore,Declaration of Independence
What numerical name is shared by a Japanese fighter plane a Hershey chocolate bar and a Broadway star born Samuel Joel Mostel?,One,Six,Zero,Five,Zero
Which of the following disciples denied knowing Jesus Christ three times?,Peter,John,Paul,James,Peter
Which household appliance operates with a cavity magnetron?,Refrigerator,Microwave Oven,Dish Washer,Convention Oven,Microwave Oven
What Kink's song did Van Halen cover on their debut album?,Apeman,You Really Got Me,Lola,Come Dancing,You Really Got Me
On the 5th of August 1962 I was found dead in a bungalow near Hollywood. Who am I?,Brigitte Bardot,Audrey Hepburn,Marilyn Monroe,Jane Russell,Marilyn Monroe
Jodie Foster got her first starring role playing a teenage prostitute in which film?,Reservoir Dogs,Taxi Driver,Mean Streets,Point of No Return,Taxi Driver
What is the name of Mickey Mouse's pet dog?,Pluto,Astro,Dino,Odie,Pluto
Which of the following nations produces the most amount of tea in the world?,China,India,Japan,Canada,India
A Screwdriver consists of orange juice and what spirit?,Gin,Vodka,Rum,Rye,Vodka
Who wrote the bestselling novels "Of Mice and Men" and "The Grapes of Wrath"?,John Steinbeck,Geoffrey Chaucer,Thomas Paine,John Dewey,John Steinbeck
How many feet are there in a fathom?,Three,Six,Nine,Twelve,Six
